,Q1Income,Q1Foodaway,Q1Cereal,Q1Foodhome,Q2Income,Q2Foodaway,Q2Cereal,Q2Foodhome,Q3Income,Q3Foodaway,Q3Cereal,Q3Foodhome,Q4Income,Q4Foodaway,Q4Cereal,Q4Foodhome,Q5Income,Q5Foodaway,Q5Cereal,Q5Foodhome,Year,State
Year,5800.73,50.24,4.4,94.46,26199.97,64.94,4.49,101.83,47784.17,69.25,3.85,95.53,74770.9,70.91,4.0,150.11,176221.22,80.16,8.62,196.11,2003,Missouri
Year,,,,,,,,,,,,,,,,,,,,,2003,Mississippi
Year,6090.95,52.01,2.97,76.51,27277.24,64.08,3.12,58.7,46670.14,63.76,3.76,102.56,76550.13,65.1,5.23,100.21,180547.71,89.68,4.31,152.69,2003,Minnesota
Year,3142.1,35.41,3.41,73.17,26894.56,46.22,2.16,72.4,49280.0,66.58,6.55,140.21,82371.45,88.75,4.47,100.78,181426.74,183.79,4.15,146.99,2003,Michigan
Year,3169.39,38.4,3.57,78.46,24128.5,34.26,3.71,83.38,48779.4,62.31,3.36,59.58,78795.0,92.47,9.43,139.61,144369.7,53.06,2.14,118.15,2003,Massachuse
Year,4605.26,31.23,2.44,54.41,29363.13,32.91,3.53,70.18,48999.93,51.59,4.46,77.24,75750.03,72.92,4.71,111.75,164968.24,111.94,7.33,142.27,2003,Maryland
Year,,,,,,,,,,,,,,,,,,,,,2003,Maine
Year,3243.84,28.8,3.74,83.35,27409.71,31.27,7.83,168.68,49278.22,46.71,6.2,104.35,78585.33,75.69,2.78,63.0,145531.75,163.9,3.58,56.94,2003,Louisiana
Year,5668.59,53.54,2.91,72.25,29030.77,53.21,1.36,90.55,43612.7,62.12,4.42,132.26,73625.0,73.26,7.18,125.65,,,,,2003,Kentucky
Year,3998.86,46.55,9.54,49.4,27946.18,108.3,5.34,95.77,43655.0,39.48,9.08,142.66,92123.22,68.07,3.96,92.0,200000.0,57.04,23.53,122.49,2003,Kansas
Year,,,,,,,,,,,,,,,,,,,,,2003,Iowa
Year,3086.72,37.56,2.2,53.31,25733.9,56.5,3.75,71.52,48489.83,63.71,4.12,55.84,80942.14,63.86,4.66,81.37,151661.0,48.02,4.03,96.15,2003,Indiana
Year,4194.74,51.1,3.32,93.29,27853.22,47.4,3.78,92.59,50105.21,77.33,4.27,123.28,79007.17,82.33,5.11,110.76,156604.68,106.89,4.48,102.48,2003,Illinois
Year,4097.83,29.94,4.1,76.39,26259.54,54.16,5.78,96.48,45489.6,32.61,5.85,90.1,75000.0,70.81,5.12,82.0,112000.0,117.07,3.9,124.61,2003,Idaho
Year,4576.15,60.97,2.66,83.34,27771.36,38.12,6.85,99.9,48693.85,84.19,5.04,92.95,77874.0,108.2,5.7,88.14,133986.29,158.35,9.02,148.07,2003,Hawaii
Year,3724.61,38.42,3.95,80.69,26206.65,39.12,3.61,66.22,47381.91,75.15,3.98,91.42,75642.31,67.44,7.49,91.32,159338.53,99.35,6.74,113.85,2003,Georgia
Year,5760.03,35.16,3.4,59.01,27228.38,37.23,4.58,85.02,48078.83,63.87,3.8,89.67,79636.56,83.97,7.7,125.29,152871.85,76.72,2.52,95.17,2003,Florida
Year,5139.6,1.97,0.43,15.51,29000.0,19.01,6.03,16.29,48250.0,4.04,0.0,9.53,78666.67,29.85,0.0,20.93,194042.33,95.11,3.51,124.45,2003,District of Columbia
Year,4751.0,38.9,5.94,151.1,35000.0,0.0,2.52,50.27,56000.0,98.4,5.42,94.03,80936.0,64.0,0.0,30.88,140500.0,284.41,8.13,135.32,2003,Delaware
Year,5072.66,35.19,2.37,62.87,26760.89,53.15,7.12,112.12,44270.5,241.8,6.32,117.6,80761.2,86.65,3.63,127.94,201516.7,228.44,0.7,123.55,2003,Connecticut
Year,4805.19,51.57,4.59,105.85,26553.61,52.56,1.92,85.23,49568.3,70.03,3.58,86.57,79083.25,65.29,5.57,121.58,143751.5,132.37,3.95,146.62,2003,Colorado
Year,3992.15,46.41,3.94,80.06,26366.62,63.93,5.72,109.0,48350.51,62.07,6.75,104.36,78730.95,84.17,5.46,116.48,157703.91,116.82,6.43,153.53,2003,California
Year,,,,,,,,,,,,,,,,,,,,,2003,Arkansas
Year,4786.02,51.18,3.87,80.55,26804.48,36.52,4.52,81.12,47581.86,49.8,4.21,111.96,73279.86,87.95,4.32,107.56,162603.0,138.35,4.56,99.46,2003,Arizona
Year,3579.29,44.5,4.29,106.11,29356.71,27.31,3.64,88.09,46954.74,38.44,5.84,85.68,76403.92,87.91,4.14,106.33,137210.4,147.72,17.68,191.77,2003,Alaska
Year,4111.83,39.66,3.34,66.35,28823.86,40.39,2.98,70.84,45121.0,41.66,3.64,72.22,73200.0,45.51,3.49,92.64,190558.0,121.02,8.18,235.42,2003,Alabama
Year,4453.66,46.14,3.71,72.26,27719.65,37.87,3.88,82.27,45030.27,60.25,3.68,58.99,75904.38,77.9,4.01,104.77,129461.59,120.14,6.42,125.49,2002,Wisconsin
Year,1848.23,28.55,5.28,100.1,28578.24,41.18,1.92,51.73,48058.27,42.98,15.51,244.23,72361.4,48.37,6.07,127.97,144759.9,115.29,7.95,160.6,2002,Washington
Year,4852.16,39.15,3.73,85.01,26569.07,54.0,6.48,94.84,45549.32,62.21,3.2,76.75,79178.35,104.75,5.51,152.43,132250.72,116.56,9.21,170.61,2002,Virginia
Year,6094.56,46.16,3.01,79.91,26058.64,32.71,8.71,109.66,43969.69,45.65,10.01,115.24,75246.25,77.98,8.26,147.65,157997.0,131.36,8.29,99.19,2002,Utah
Year,5781.22,35.72,3.68,74.36,27315.45,73.45,5.4,93.83,47881.12,80.79,5.35,112.23,76113.17,87.49,3.99,112.67,145375.0,108.6,4.98,122.39,2002,Texas
Year,2200.75,37.16,0.78,33.83,27066.67,41.77,4.7,74.04,50345.0,76.96,0.0,49.67,69000.0,38.97,3.94,112.26,147950.0,168.78,3.56,36.42,2002,Tennessee
Year,,,,,,,,,,,,,,,,,,,,,2002,South Dakota
Year,6012.87,113.01,5.21,90.93,25612.36,68.16,5.19,77.41,46289.5,69.08,4.15,102.2,79520.4,93.41,11.67,155.43,139744.67,135.99,0.84,87.77,2002,South Carolina
Year,,,,,,,,,,,,,,,,,,,,,2002,Rhode Island
Year,5628.0,53.35,3.22,68.5,26711.65,42.39,2.91,73.04,46435.62,134.69,5.34,98.19,76506.16,80.25,4.26,118.98,146184.7,110.78,5.68,135.34,2002,Pennsylvania
Year,4750.75,28.63,4.91,78.53,26674.15,35.84,3.81,59.23,46716.29,52.82,3.54,101.33,79156.69,47.17,5.04,99.27,137788.44,84.01,4.42,69.62,2002,Oregon
Year,3712.57,33.97,3.61,63.41,27769.2,51.48,4.72,125.45,48342.33,74.38,8.0,127.58,67456.67,61.33,3.17,111.6,110200.0,94.45,1.47,104.99,2002,Oklahoma
Year,5045.24,38.94,4.19,69.3,24918.88,43.96,3.4,71.47,48038.4,75.45,3.66,80.11,76922.88,82.04,6.36,127.12,143378.44,124.4,7.34,113.89,2002,Ohio
Year,4162.58,17.61,4.39,76.44,25348.57,29.95,2.5,54.53,44415.56,45.99,4.76,109.99,76964.0,72.56,5.41,97.24,140240.38,112.59,5.69,176.08,2002,North Carolina
Year,2739.64,51.7,4.9,89.29,26353.32,43.22,5.28,103.68,46620.23,67.89,4.72,117.19,74342.64,84.52,8.15,131.27,154210.63,183.37,7.26,151.26,2002,New York
Year,3558.81,46.63,4.89,88.83,26503.0,50.65,6.64,116.09,44493.44,57.4,5.57,122.82,76164.29,114.85,7.4,150.23,145884.06,123.72,8.94,134.66,2002,New Jersey
Year,8721.7,24.57,6.2,93.62,26007.0,21.26,3.8,119.4,55250.0,55.77,3.4,64.55,92250.0,68.87,6.15,199.88,264930.75,21.67,3.18,141.25,2002,New Hampshire
Year,3281.18,58.53,6.15,89.76,27868.0,60.19,1.8,107.32,46391.33,46.52,9.06,140.38,75969.6,157.92,7.06,143.1,117200.0,61.54,1.8,105.34,2002,Nevada
Year,3893.8,22.57,1.62,37.39,27131.75,61.39,0.75,27.47,48581.11,107.76,7.46,115.98,76567.0,84.94,7.18,139.28,142103.8,95.91,6.46,90.47,2002,Nebraska
Year,,,,,,,,,,,,,,,,,,,,,2002,Montana
Year,4535.53,39.73,4.41,84.26,24694.0,39.54,4.32,101.14,46875.17,64.57,4.54,124.11,79978.57,83.31,6.72,96.03,142021.86,80.44,4.48,105.73,2002,Missouri
Year,,,,,,,,,,,,,,,,,,,,,2002,Mississippi
Year,7615.84,25.86,2.98,53.81,28018.52,64.98,3.22,88.39,47502.68,97.42,6.32,109.52,79168.86,62.83,3.41,118.22,164768.6,113.03,3.37,103.99,2002,Minnesota
Year,2908.59,37.95,3.06,71.81,26128.23,33.41,3.42,78.8,47652.85,68.6,6.74,95.76,79054.43,80.22,8.2,115.0,136000.23,165.04,16.09,208.67,2002,Michigan
Year,2348.51,40.67,4.2,81.97,26692.4,43.05,3.27,110.15,47529.05,63.02,4.43,95.44,76203.85,81.48,4.24,119.78,122305.5,158.11,10.16,150.81,2002,Massachuse
Year,3748.07,33.7,4.83,66.66,28349.33,46.01,2.13,70.69,47783.52,33.8,3.06,77.01,80069.96,72.11,5.36,127.48,175927.3,252.77,9.63,180.03,2002,Maryland
Year,,,,,,,,,,,,,,,,,,,,,2002,Maine
Year,4369.47,47.27,2.79,42.94,27159.3,42.3,4.05,62.25,46116.0,40.42,6.58,127.97,79693.6,89.71,3.55,76.32,161769.2,175.36,5.02,148.97,2002,Louisiana
Year,5417.67,20.28,2.85,52.44,24974.5,48.89,3.89,56.98,46750.0,51.49,5.76,142.76,75113.89,45.02,6.59,100.17,120716.67,184.72,1.43,95.88,2002,Kentucky
Year,2261.18,61.38,8.57,115.02,25328.36,53.12,6.24,133.78,46957.6,31.04,5.17,95.5,72435.71,152.75,0.24,56.28,149374.33,122.06,17.36,177.55,2002,Kansas
Year,,,,,,,,,,,,,,,,,,,,,2002,Iowa
Year,2482.74,35.68,3.29,67.45,27319.29,35.08,6.24,69.61,44493.89,58.85,4.84,88.16,77112.62,71.84,5.42,106.95,159307.67,139.56,56.59,251.64,2002,Indiana
Year,3632.83,42.84,3.59,74.98,25674.95,48.37,3.32,84.51,47613.87,70.47,4.37,97.83,76951.64,95.93,3.99,129.36,133772.43,190.99,4.79,127.96,2002,Illinois
Year,1169.39,58.61,5.8,105.49,26093.0,12.35,1.68,67.47,48092.86,54.39,2.29,132.9,76000.0,33.09,7.57,124.9,110000.0,10.43,3.67,30.9,2002,Idaho
Year,4323.12,32.19,2.49,53.12,29587.38,65.0,4.44,98.46,46947.13,69.71,4.52,112.46,70734.53,61.45,7.28,179.58,121229.75,98.26,4.69,139.77,2002,Hawaii
Year,3615.91,38.09,3.77,63.49,25150.37,31.83,4.61,90.17,48210.73,84.08,4.29,65.36,73554.5,72.78,4.41,95.0,144574.65,135.82,2.91,117.48,2002,Georgia
Year,5498.07,31.57,3.1,62.59,26566.28,62.8,3.52,75.42,45440.34,44.51,3.74,88.56,71833.98,65.97,7.97,142.35,153201.86,124.85,6.31,137.4,2002,Florida
Year,5623.56,19.14,2.04,55.36,26778.5,6.18,0.0,20.36,45325.6,14.47,0.6,38.9,80400.0,101.02,10.47,142.24,138750.0,35.39,0.0,40.03,2002,District of Columbia
Year,92.57,68.45,3.89,78.97,30600.0,30.61,2.86,118.82,47500.0,31.98,1.44,29.42,76160.0,102.72,4.57,124.0,100000.0,65.46,0.0,31.79,2002,Delaware
Year,4710.33,42.51,3.53,65.2,24678.93,407.96,5.37,86.02,51314.88,61.22,3.2,86.47,75951.08,136.34,8.15,153.28,183116.9,106.91,4.38,80.83,2002,Connecticut
Year,2598.23,46.54,6.38,118.59,24987.13,35.25,3.17,87.42,46527.71,51.42,5.13,80.8,75347.75,68.26,3.72,104.66,156261.37,136.24,9.09,167.51,2002,Colorado
Year,3755.22,44.31,3.51,78.21,28080.69,55.13,4.85,87.31,46651.88,58.24,4.59,108.2,77826.01,93.13,5.18,112.52,166056.66,140.69,5.71,133.86,2002,California
Year,,,,,,,,,,,,,,,,,,,,,2002,Arkansas
Year,4192.68,39.53,3.21,64.69,24792.95,30.32,5.52,96.06,47189.47,49.07,5.66,90.26,73896.62,71.51,5.4,104.63,121620.0,110.12,5.5,137.95,2002,Arizona
Year,2793.84,46.77,2.56,59.59,27068.94,55.83,7.54,104.89,47581.17,47.0,4.3,110.04,78401.96,106.5,4.21,130.3,121000.0,82.48,9.57,220.16,2002,Alaska
Year,5522.63,48.06,4.66,84.79,25006.9,29.21,2.4,81.98,44808.88,64.57,4.91,106.42,83333.33,74.5,4.25,121.33,190000.0,132.06,20.46,163.14,2002,Alabama
Year,3942.46,48.88,2.43,60.51,27651.68,52.95,7.51,114.8,45650.92,59.81,4.92,81.43,71360.68,78.15,3.21,79.98,125357.81,102.29,7.07,130.95,2001,Wisconsin
Year,1955.71,33.55,6.05,123.66,26072.3,47.91,4.95,111.47,49182.88,90.43,4.71,99.91,76305.68,84.78,4.59,84.97,148947.86,118.31,6.64,148.25,2001,Washington
Year,5012.74,52.1,3.55,76.5,26299.85,64.62,4.51,84.98,46515.0,79.21,5.8,97.49,72792.49,102.81,5.85,115.93,156555.36,126.0,3.79,123.22,2001,Virginia
Year,7057.41,31.6,3.09,56.39,25533.9,40.42,4.53,61.77,49185.3,56.16,8.05,109.69,72564.0,54.54,8.23,145.97,131605.45,105.27,9.39,164.57,2001,Utah
Year,6547.93,56.74,4.96,95.25,26738.74,64.92,4.15,86.02,46497.0,87.63,5.53,116.67,75696.99,93.43,6.54,120.86,128789.78,159.53,8.36,188.43,2001,Texas
Year,3466.96,43.75,3.72,72.5,24400.0,61.56,9.18,115.68,39000.0,45.2,1.04,104.65,77500.0,91.26,0.79,22.75,,,,,2001,Tennessee
Year,,,,,,,,,,,,,,,,,,,,,2001,South Dakota
Year,4058.62,30.38,4.18,75.83,25846.93,44.3,3.52,98.07,42941.8,89.82,4.11,95.94,71151.08,118.58,4.75,75.44,117871.43,121.92,4.71,139.07,2001,South Carolina
Year,,,,,,,,,,,,,,,,,,,,,2001,Rhode Island
Year,5074.75,36.37,4.91,70.75,25945.89,46.69,4.68,77.59,46923.94,54.5,4.99,109.3,72930.74,174.13,5.28,110.05,149392.21,90.49,5.07,117.03,2001,Pennsylvania
Year,2793.52,33.53,4.18,76.62,25749.75,42.11,1.91,67.72,48157.74,63.55,5.64,97.37,74348.5,93.36,4.97,77.61,142428.57,84.12,4.53,67.66,2001,Oregon
Year,3960.21,55.63,6.73,85.02,26084.56,38.49,2.85,95.19,45145.6,37.43,5.05,105.91,67457.14,96.71,3.0,134.92,108700.0,116.45,5.03,184.82,2001,Oklahoma
Year,4681.14,34.49,3.3,60.23,26228.26,55.44,5.69,107.95,47036.88,69.07,4.35,88.98,73106.51,97.61,5.98,122.98,160489.41,175.52,7.89,148.07,2001,Ohio
Year,4408.22,30.42,2.18,55.29,28405.5,18.38,0.0,32.12,50245.45,68.72,5.58,95.43,72985.71,82.54,5.65,105.14,182716.78,145.99,3.59,164.76,2001,North Carolina
Year,3906.29,33.86,4.98,94.37,26968.39,63.13,6.2,97.41,45064.5,72.95,7.88,129.25,75327.75,95.9,8.54,171.44,148828.83,141.55,13.93,195.54,2001,New York
Year,3952.18,60.48,5.06,92.84,26723.15,61.51,9.37,104.4,47022.4,66.38,9.33,123.71,72887.43,121.91,4.93,118.07,199538.65,272.37,8.76,155.56,2001,New Jersey
Year,600.29,50.6,10.85,139.72,25300.0,177.82,11.94,157.26,52480.0,68.54,0.0,84.74,84691.5,81.19,9.48,129.43,180910.5,91.88,7.7,240.82,2001,New Hampshire
Year,4108.53,28.14,2.13,59.52,24225.78,75.4,1.64,45.17,47531.62,49.56,7.57,137.14,74723.0,50.69,3.43,103.06,138345.6,99.3,7.02,113.1,2001,Nevada
Year,6667.93,34.57,3.9,52.73,26384.28,42.28,5.93,82.81,48000.0,36.62,3.27,72.04,74862.4,94.93,2.3,78.64,127882.1,123.05,10.52,158.49,2001,Nebraska
Year,,,,,,,,,,,,,,,,,,,,,2001,Montana
Year,3418.79,45.45,6.19,112.24,25375.5,87.52,5.32,111.93,46464.32,58.86,6.18,114.11,74762.84,57.32,6.75,137.66,157380.25,92.66,8.36,143.92,2001,Missouri
Year,,,,,,,,,,,,,,,,,,,,,2001,Mississippi
Year,4358.0,42.39,4.43,87.17,29215.6,44.24,2.84,71.07,44847.57,33.92,1.98,60.78,75548.96,88.93,6.54,117.76,135396.35,114.05,4.42,130.67,2001,Minnesota
Year,2645.94,40.26,4.34,77.78,24369.21,34.99,3.05,62.22,44306.22,49.52,5.58,90.19,78940.0,91.4,8.87,126.65,157867.44,258.77,7.5,98.15,2001,Michigan
Year,2803.07,41.41,4.21,84.62,27141.56,47.09,4.73,79.51,47492.56,31.4,3.51,84.76,72862.43,44.92,6.68,145.59,133734.3,94.83,4.95,132.74,2001,Massachuse
Year,3854.79,30.75,4.37,77.96,26822.08,33.91,4.13,78.67,44090.18,43.8,2.12,41.01,76930.0,103.02,8.0,121.93,193078.35,141.71,5.96,128.44,2001,Maryland
Year,,,,,,,,,,,,,,,,,,,,,2001,Maine
Year,4328.99,31.59,3.43,65.14,27288.0,54.25,3.7,76.56,47554.0,53.96,5.69,75.41,76399.64,88.13,7.66,163.14,143862.86,86.27,10.1,250.55,2001,Louisiana
Year,4242.0,20.02,3.32,83.23,26022.29,66.56,5.7,80.95,44659.86,56.72,3.79,134.51,73160.0,51.79,9.25,149.93,,,,,2001,Kentucky
Year,4949.67,26.22,2.95,69.42,26889.14,19.84,5.0,125.91,43203.0,70.63,7.61,75.81,77392.86,99.31,5.86,150.14,144803.5,136.67,2.65,146.29,2001,Kansas
Year,,,,,,,,,,,,,,,,,,,,,2001,Iowa
Year,2853.94,29.71,3.44,61.41,25832.0,57.29,4.25,99.55,44001.11,51.96,8.97,85.47,70204.89,43.68,4.03,61.4,108500.0,58.46,8.94,96.56,2001,Indiana
Year,4354.85,39.34,3.06,62.18,26897.65,45.64,5.18,91.01,44882.23,56.33,5.15,101.73,72314.34,74.65,5.9,106.06,168815.65,134.97,8.5,129.94,2001,Illinois
Year,1732.84,42.91,4.52,89.28,27000.0,63.44,0.0,26.99,48928.57,61.58,5.32,91.55,65533.33,117.46,11.43,155.26,100000.0,43.84,0.0,140.26,2001,Idaho
Year,5141.24,39.43,6.68,105.97,27032.0,62.16,4.29,134.79,46265.44,98.4,6.12,150.56,76574.59,180.02,6.93,159.75,134874.14,92.81,7.93,137.43,2001,Hawaii
Year,2670.18,42.62,3.04,65.68,26756.71,52.29,3.69,76.73,46086.27,70.03,3.88,95.17,76287.12,89.35,4.64,118.86,181083.38,133.17,2.45,71.74,2001,Georgia
Year,4073.03,38.59,3.41,65.93,26169.37,42.72,5.25,88.61,46344.15,65.24,4.37,108.01,72538.97,95.03,4.09,107.16,131076.05,135.43,7.51,117.81,2001,Florida
Year,4000.29,17.9,0.27,10.82,26845.33,6.33,1.83,42.94,47200.0,24.09,10.77,117.88,96000.0,8.77,0.0,4.37,195000.0,111.06,7.74,102.57,2001,District of Columbia
Year,987.5,10.55,0.0,33.9,28000.0,26.67,3.16,81.15,55000.0,179.12,0.0,88.85,67750.0,51.94,13.32,60.22,113500.0,16.8,12.54,134.64,2001,Delaware
Year,4847.1,32.75,4.41,94.58,25995.71,30.61,7.8,129.05,47627.32,78.22,6.12,114.52,73623.38,40.71,8.84,156.02,211586.62,74.82,6.42,103.36,2001,Connecticut
Year,2250.21,64.31,4.66,78.12,27187.58,57.94,3.02,79.57,44139.21,80.98,4.29,100.0,72682.75,83.17,5.07,98.2,151257.89,54.15,8.88,123.62,2001,Colorado
Year,3957.26,41.72,4.22,74.44,26632.96,54.87,5.38,83.85,45655.74,76.37,3.55,87.85,73134.38,110.89,6.87,137.36,155779.1,171.56,7.07,131.43,2001,California
Year,,,,,,,,,,,,,,,,,,,,,2001,Arkansas
Year,6452.13,28.07,2.62,57.62,25820.25,31.71,2.18,73.44,45982.21,72.47,3.31,93.62,72414.48,95.63,3.83,99.35,195980.33,74.18,7.34,159.29,2001,Arizona
Year,2207.06,38.44,4.85,93.97,27971.56,70.99,8.22,110.94,46402.0,76.32,3.45,69.39,71749.5,63.01,8.49,181.07,119454.92,200.0,9.05,178.71,2001,Alaska
Year,6860.17,51.15,3.26,80.34,26164.33,77.91,3.67,89.75,48397.71,122.85,4.2,115.49,79922.0,76.87,5.8,117.78,181456.75,171.37,2.52,119.23,2001,Alabama
Year,4542.43,36.08,4.3,71.06,24405.79,46.26,6.19,97.16,44503.38,50.55,5.83,84.29,70822.85,66.46,4.09,101.08,124273.36,76.93,10.14,187.61,2000,Wisconsin
Year,3298.51,49.35,5.67,108.01,25651.52,48.21,5.97,130.97,46379.58,88.02,4.48,104.63,71483.0,64.69,4.08,126.55,127359.71,99.2,5.78,119.84,2000,Washington
Year,6742.7,37.96,3.44,75.88,27212.82,45.46,2.87,79.13,46533.79,51.42,6.53,113.25,72856.27,80.06,5.0,121.03,128941.38,115.42,6.76,125.13,2000,Virginia
Year,5958.87,22.51,4.01,44.07,26712.88,35.94,4.42,93.93,42258.81,39.98,6.7,98.24,67963.41,87.15,5.46,117.37,141651.17,70.98,9.42,114.44,2000,Utah
Year,5890.21,39.0,4.71,81.87,25457.55,50.48,3.59,83.5,44663.78,160.83,5.82,114.45,73527.75,101.99,6.74,128.52,139086.95,101.9,6.28,118.5,2000,Texas
Year,2674.79,63.35,4.21,55.98,25080.0,0.0,7.36,60.78,42160.0,76.61,3.5,87.08,,,,,200000.0,60.12,0.0,0.0,2000,Tennessee
Year,,,,,,,,,,,,,,,,,,,,,2000,South Dakota
Year,4256.22,43.86,2.99,78.42,25188.38,42.3,7.1,94.69,46694.27,77.28,4.06,85.54,71194.0,91.71,2.55,87.74,116536.5,49.8,13.67,108.38,2000,South Carolina
Year,,,,,,,,,,,,,,,,,,,,,2000,Rhode Island
Year,3873.7,39.63,4.18,76.24,25382.68,52.85,3.81,86.68,44431.18,74.24,6.96,124.39,71119.08,59.56,4.26,104.2,128799.95,115.8,4.93,108.18,2000,Pennsylvania
Year,4081.97,30.44,4.34,83.46,24216.58,63.39,5.71,105.64,46585.83,66.44,7.66,121.23,69344.84,82.92,7.8,119.8,146186.71,210.61,5.17,93.47,2000,Oregon
Year,3294.69,23.33,4.73,123.73,23990.44,83.01,6.26,112.4,44478.3,118.47,3.57,100.2,,,,,,,,,2000,Oklahoma
Year,3627.59,47.33,4.15,81.74,24207.3,51.46,4.04,85.91,43922.97,71.17,3.38,97.86,71147.98,189.39,7.23,113.26,151199.88,97.13,10.05,185.56,2000,Ohio
Year,4018.22,21.05,2.96,58.57,27302.22,10.19,4.65,81.73,52500.0,91.98,9.37,164.68,79750.0,65.63,1.02,166.36,240204.67,0.0,3.68,46.51,2000,North Carolina
Year,3481.54,33.71,4.62,80.72,26431.34,60.45,6.92,105.81,43923.3,74.02,6.6,105.83,73549.9,70.32,6.43,129.79,183852.95,143.37,6.56,166.69,2000,New York
Year,3544.64,58.87,3.44,86.68,25369.42,68.23,8.77,102.95,45841.32,73.05,6.23,99.86,72776.32,106.27,4.04,135.34,161086.5,127.31,7.47,144.35,2000,New Jersey
Year,6336.91,25.84,4.69,81.17,28192.0,0.0,0.0,94.69,44267.0,49.46,0.0,51.84,86000.0,149.58,13.28,255.72,280307.0,0.0,15.42,303.96,2000,New Hampshire
Year,2673.29,23.26,2.84,51.57,26944.75,36.34,4.66,123.44,44956.45,53.61,3.59,83.93,72000.0,49.92,9.55,147.92,167587.0,72.88,1.94,76.99,2000,Nevada
Year,4707.71,35.02,2.41,50.17,24669.05,44.76,3.84,64.66,46497.88,56.02,7.7,124.25,69822.0,114.31,6.71,100.42,135362.6,153.56,12.29,139.7,2000,Nebraska
Year,,,,,,,,,,,,,,,,,,,,,2000,Montana
Year,4283.72,34.9,4.02,85.29,24793.13,42.33,5.8,108.74,44926.94,65.73,6.52,73.21,75114.95,80.78,6.07,124.99,133190.0,114.24,6.93,155.37,2000,Missouri
Year,,,,,,,,,,,,,,,,,,,,,2000,Mississippi
Year,4897.9,42.98,5.45,71.81,24984.61,51.56,3.88,65.08,43268.38,59.51,4.87,98.24,74631.92,85.64,8.21,122.79,164647.0,89.59,5.07,115.17,2000,Minnesota
Year,3285.78,40.3,3.81,81.61,23837.89,52.65,5.55,89.2,44463.92,69.31,4.26,75.77,71744.52,69.89,6.63,110.36,131294.0,101.34,5.14,108.91,2000,Michigan
Year,2349.8,39.3,3.61,60.68,26261.74,63.25,2.05,70.73,42481.38,65.05,6.2,95.51,73149.3,58.22,7.15,132.41,137105.89,100.97,3.69,129.19,2000,Massachuse
Year,3017.48,43.87,5.32,77.82,27796.57,45.82,3.66,71.62,43956.52,67.23,6.88,116.17,73508.35,60.78,4.75,122.97,168658.24,159.5,8.97,112.43,2000,Maryland
Year,,,,,,,,,,,,,,,,,,,,,2000,Maine
Year,4527.62,24.08,3.62,75.75,24110.55,21.95,5.58,108.62,45053.26,67.29,6.78,121.44,67881.25,68.79,7.63,158.34,122200.0,96.7,5.7,135.33,2000,Louisiana
Year,3647.38,24.29,3.52,72.11,26508.4,71.98,5.37,99.58,44241.43,55.52,2.22,83.18,73113.71,74.82,2.98,61.8,,,,,2000,Kentucky
Year,4225.82,80.78,5.3,74.52,26200.0,82.55,1.38,48.12,44944.44,71.17,8.19,88.71,70862.0,73.73,15.01,194.78,117372.5,100.84,8.74,129.5,2000,Kansas
Year,,,,,,,,,,,,,,,,,,,,,2000,Iowa
Year,2615.16,33.14,2.78,49.11,24407.5,39.24,4.83,82.47,43556.92,117.05,8.63,121.31,68621.4,99.37,2.6,74.89,123429.2,170.38,10.51,130.0,2000,Indiana
Year,5002.55,51.21,4.07,72.36,24177.42,47.5,2.2,77.6,46478.08,72.66,4.49,106.13,69450.13,75.34,5.89,131.33,144387.87,129.8,5.62,138.29,2000,Illinois
Year,2237.08,46.57,6.6,101.07,23842.5,94.54,4.24,120.36,46400.0,55.96,10.52,150.28,72500.0,107.71,6.12,98.72,238153.5,352.84,4.57,78.9,2000,Idaho
Year,3602.77,37.43,2.51,74.38,24453.33,35.61,2.74,82.41,43863.87,68.86,13.96,169.91,72090.33,80.7,6.33,148.81,114731.5,93.64,1.81,99.76,2000,Hawaii
Year,1672.7,40.05,5.12,80.24,23925.73,64.9,5.01,95.46,47123.32,65.59,4.26,68.72,70225.82,82.35,5.19,84.81,163126.0,109.35,3.98,118.1,2000,Georgia
Year,3205.02,27.8,4.01,73.66,24983.23,49.13,7.41,112.2,43562.67,66.59,4.9,110.08,71442.55,100.08,3.47,129.14,125291.23,116.3,6.66,145.46,2000,Florida
Year,2826.47,13.76,2.66,46.22,24000.0,6.01,0.0,11.23,48750.0,51.33,3.2,45.55,,,,,118000.0,46.21,2.41,107.87,2000,District of Columbia
Year,0.0,16.8,2.48,90.33,27546.0,61.08,16.38,220.89,48500.0,0.0,3.0,66.5,72464.0,64.84,5.38,88.67,126000.0,81.09,4.04,89.86,2000,Delaware
Year,6271.32,32.82,5.27,97.57,24541.25,25.68,4.44,98.76,42853.27,52.74,3.57,88.51,76147.08,77.77,6.33,113.12,145575.17,83.79,4.85,150.14,2000,Connecticut
Year,2477.5,55.43,4.51,88.92,25600.57,40.08,1.83,65.92,47473.33,85.45,3.98,107.18,73057.17,82.53,7.55,131.08,155772.19,111.98,6.73,154.61,2000,Colorado
Year,3860.99,52.42,4.43,85.94,24982.2,53.33,6.55,100.46,44310.57,81.81,4.89,99.32,73315.57,85.95,5.14,108.26,163361.96,134.58,8.49,190.53,2000,California
Year,,,,,,,,,,,,,,,,,,,,,2000,Arkansas
